record_type,ring_no,scheme,scheme2,ring_no2,species_name,age,pulli_ringed,pulli_alive,sex,sexing_method,provisional_sex,breeding_condition,visit_date,capture_time,location_name,gridRef,habitat_1,habitat_2,status_code_1,status_code_2,lure_code_1,lure_code_2,wing_length,weight,date_measured,time_w,condition,moult_code,alula,old_greater_coverts,primary_moult,primary_covert_moult_scores,secondary_moult_scores,finding_condition,finding_circumstances,capture_method,metal_mark_info,ringer_initials,ringer_check_initials,processor_initials,extractor_initials,wing_initials,colour_mark_info,metal_mark_position,fatCombined,pectoral_muscle,body_moult,greater_covert_moult_scores,alula_moult_scores,carpal_covert_moult,wing_point,primary_length,bill_length_method,bill_length,head_bill_length,bill_depth_method,bill_depth,tarsus_length_method,tail_moult_scores,tarsus_length,tail_length,claw_length,plumage,tail_diff,lesser_median_covert_moult,underwing_covert_moult,head_moult,upperparts_moult,underparts_moult,permit_no,pullus_stage,extra_text,date_accuracy,left_leg_below,right_leg_below,left_leg_above,right_leg_above,neck_collar,left_wing_tag,right_wing_tag,nasal_saddle,sample_processed,high_tide_time,finder_name,own,own2,userc1,userc2,email,userc3,userc4,userc5,userv1,userv2,userv3,userv4,userv5,l_primary_moult_scores,l_secondary_moult_scores,l_tail_moult_scores,l_primary_covert_moult_scores,l_greater_covert_moult_scores,l_carpal_covert_moult,l_alula_moult_scores,toe_span
S,ANE5191,GBT,,,Great Tit,5,,,M,P,U,C,07/05/2019,11:00,"CHELM (Galleywood, Chelmsford)",TL7003,F2,--,U,U,U,U,74,18.5,07/05/2019,11:00,N,O,,,,,,8,20,M,-,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,RZ84450,GBT,,,Song Thrush,6,,,F,B,U,2,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,121,79.2,05/05/2019,07:00,N,O,,,,,,0,--,M,N,-,-,HCT,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKJ991,GBT,,,Chiffchaff,5,,,F,B,U,3,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,57,7.6,05/05/2019,07:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7693,GBT,,,Whitethroat,5,,,M,P,U,C,05/05/2019,09:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,71,13,05/05/2019,09:00,N,O,,,,,,0,--,M,N,BJS,-,BJS,-,BJS,-,U,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7692,GBT,,,Lesser Whitethroat,5,,,M,C,U,C,05/05/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,66,10.9,05/05/2019,08:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7691,GBT,,,Nightingale,6,,,M,C,U,C,05/05/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,83,20,05/05/2019,08:00,N,O,,,,,,0,--,M,N,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7690,GBT,,,Lesser Whitethroat,5,,,M,C,U,C,05/05/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,66,11,05/05/2019,08:00,N,O,,,,,,0,--,M,N,-,-,HCT,-,,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7689,GBT,,,Blackcap,5,,,M,P,U,C,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,77,16.7,05/05/2019,07:00,N,O,,,,,,0,--,M,N,-,-,BB,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7688,GBT,,,Robin,5,,,F,B,U,2,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,74,20.7,05/05/2019,07:00,N,O,,,,,,0,--,M,N,BB,-,BB,-,BB,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7687,GBT,,,Lesser Whitethroat,5,,,F,B,U,2,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,65,12.8,05/05/2019,07:00,N,O,,,,,,0,--,M,N,-,-,HCT,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7686,GBT,,,Nightingale,6,,,M,C,U,C,05/05/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,85,20.5,05/05/2019,06:00,N,O,,,,,,0,--,M,N,-,-,GJH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7685,GBT,,,Blackcap,5,,,F,P,U,2,05/05/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,74,17.3,05/05/2019,06:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7684,GBT,,,Blackcap,4,,,F,P,U,2,05/05/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,72,17.2,05/05/2019,06:00,N,O,,,,,,0,--,M,N,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7682,GBT,,,Whitethroat,5,,,U,U,U,0,05/05/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,71,14.1,05/05/2019,06:00,N,O,,,,,,0,--,M,N,-,-,BB,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE7683,GBT,,,Blackcap,4,,,F,P,U,2,05/05/2019,05:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,78,19,05/05/2019,05:00,N,O,,,,,,0,--,M,N,-,-,HCT,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF28539,GBT,,,Dunnock,4,,,M,C,U,C,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,72,19.6,05/05/2019,07:00,N,O,,,,,,0,--,M,N,-,-,HCT,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF28538,GBT,,,Dunnock,4,,,M,C,U,C,05/05/2019,05:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,74,21.4,05/05/2019,05:00,N,O,,,,,,0,--,M,N,-,-,GJH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,KKJ875,GBT,,,Wren,5,,,M,C,U,C,05/05/2019,09:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,49,11.2,05/05/2019,09:00,N,O,,,,,,8,20,M,-,-,-,BB,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S945627,GBT,,,Blackcap,6,,,M,P,U,C,05/05/2019,09:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,75,17.6,05/05/2019,09:00,N,O,,,,,,8,20,M,-,-,-,HCT,-,,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,NY02890,GBT,,,Dunnock,4,,,M,C,U,C,05/05/2019,09:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,72,20.9,05/05/2019,09:00,N,O,,,,,,8,20,M,-,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S945635,GBT,,,Great Tit,6,,,M,P,U,C,05/05/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,78,18.2,05/05/2019,08:00,N,O,,,,,,8,20,M,-,-,-,BB,-,BB,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AHB1608,GBT,,,Great Tit,5,,,F,P,U,3,05/05/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,74,17.8,05/05/2019,08:00,N,O,,,,,,8,20,M,-,-,-,HCT,-,HCT,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,NY01897,GBT,,,Dunnock,4,,,F,B,U,2,05/05/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,70,22.9,05/05/2019,08:00,N,O,,,,,,8,20,M,-,-,-,GJH,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,Z335341,GBT,,,Blackcap,6,,,M,P,U,C,05/05/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,73,18.1,05/05/2019,08:00,N,O,,,,,,8,20,M,-,-,-,BB,-,BB,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,LJ41293,GBT,,,Blackbird,6,,,M,P,U,C,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,130,95.6,05/05/2019,07:00,N,O,,,,,,8,20,M,-,-,-,HCT,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,NY01433,GBT,,,Dunnock,4,,,M,C,U,C,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,71,20.7,05/05/2019,07:00,N,O,,,,,,8,20,M,-,-,-,BB,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,NY02872,GBT,,,Dunnock,4,,,M,C,U,C,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,72,20.9,05/05/2019,07:00,N,O,,,,,,8,20,M,-,-,-,HCT,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,ANE7646,GBT,,,Blackcap,5,,,M,P,U,C,05/05/2019,07:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,75,18.2,05/05/2019,07:00,N,O,,,,,,8,20,M,-,-,-,BJS,-,,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AHB1491,GBT,,,Blackcap,6,,,M,P,U,C,05/05/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,78,18,05/05/2019,06:00,N,O,,,,,,8,20,M,-,-,-,BB,-,BB,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S948439,GBT,,,Robin,6,,,M,C,U,C,05/05/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,80,20.1,05/05/2019,06:00,N,O,,,,,,8,20,M,-,-,-,HCT,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AHB1331,GBT,,,Nightingale,6,,,M,C,U,C,05/05/2019,05:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,86,21.7,05/05/2019,05:00,N,O,,,,,,8,20,M,-,-,-,BJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,NF28207,GBT,,,Dunnock,5,,,M,C,U,C,29/04/2019,10:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,72,19.9,29/04/2019,10:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,AHB3633,GBT,,,Goldfinch,5,,,M,P,U,0,29/04/2019,10:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,77,14.5,29/04/2019,10:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,S945380,GBT,,,Blackcap,6,,,M,P,U,C,29/04/2019,09:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,77,16.6,29/04/2019,09:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,SGK,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,JNT704,GBT,,,Long-tailed Tit,4,,,M,C,U,C,29/04/2019,09:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,56,9.3,29/04/2019,09:00,N,O,,,,,,8,20,M,-,-,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,Z092408,GBT,,,Blackcap,6,,,F,P,U,3,29/04/2019,07:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,76,20.5,29/04/2019,07:00,N,O,,,,,,8,20,M,-,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,KKJ727,GBT,,,Chiffchaff,5,,,F,B,U,3,29/04/2019,07:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,57,8.1,29/04/2019,07:00,N,O,,,,,,8,20,M,-,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,DT38577,GBT,,,Green Woodpecker,6,,,M,P,U,0,29/04/2019,09:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,161,214,29/04/2019,09:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,LK78255,GBT,,,Blackbird,5,,,M,P,U,C,29/04/2019,08:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,128,92.1,29/04/2019,08:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE6672,GBT,,,Whitethroat,4,,,U,U,U,0,29/04/2019,11:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,70,15.3,29/04/2019,11:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE6671,GBT,,,Goldfinch,5,,,U,U,U,0,29/04/2019,10:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,75,14.2,29/04/2019,10:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE6670,GBT,,,Lesser Whitethroat,4,,,U,U,U,0,29/04/2019,09:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,66,10.4,29/04/2019,09:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE6669,GBT,,,Blackcap,5,,,M,C,U,C,29/04/2019,08:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,76,17.4,29/04/2019,08:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE6668,GBT,,,Nightingale,5,,,M,C,U,C,29/04/2019,07:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,84,21.5,29/04/2019,07:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE6667,GBT,,,Cetti's Warbler,4,,,F,B,U,3,29/04/2019,07:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,56,12.9,29/04/2019,07:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE6666,GBT,,,Blackcap,5,,,M,P,U,C,29/04/2019,07:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,74,17,29/04/2019,07:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKJ380,GBT,,,Chiffchaff,4,,,M,C,U,C,29/04/2019,09:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,60,8.2,29/04/2019,09:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKJ379,GBT,,,Chiffchaff,5,,,F,B,U,3,29/04/2019,08:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,56,9.3,29/04/2019,08:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKJ378,GBT,,,Chiffchaff,6,,,M,C,U,C,29/04/2019,07:00,871 (LIP catchall for when encounters cannot be assigned to a specific net),TQ7776,B7,--,U,U,U,U,60,7.7,29/04/2019,07:00,N,O,,,,,,0,--,M,N,SGK,-,SGK,-,SGK,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE6939,GBT,,,Blackcap,5,,,M,P,U,C,25/04/2019,11:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,72,15.8,25/04/2019,11:00,N,O,,,,,,0,--,M,N,FJS,-,FJS,-,FJS,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,FJ12910,GBT,,,Moorhen,6,,,M,S,U,N,25/04/2019,10:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,189,317,25/04/2019,10:00,N,O,,,,,,0,--,M,N,DJW,-,DJW,-,DJW,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,NY01364,GBT,,,Dunnock,4,,,M,C,U,C,25/04/2019,10:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,70,20.8,25/04/2019,10:00,N,O,,,,,,8,20,M,-,-,-,FJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,ANE6938,GBT,,,Great Tit,6,,,M,P,U,C,25/04/2019,09:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,79,19.2,25/04/2019,09:00,N,O,,,,,,0,--,M,N,-,-,FJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,ANE5048,GBT,,,Great Tit,6,,,M,P,U,C,25/04/2019,08:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,75,17.5,25/04/2019,08:00,N,O,,,,,,8,20,M,-,-,-,FJS,-,FJS,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,ANE6937,GBT,,,Goldfinch,5,,,F,P,U,3,25/04/2019,07:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,75,16.2,25/04/2019,07:00,N,O,,,,,,0,--,M,N,DJW,-,DJW,-,DJW,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ANE6936,GBT,,,Goldfinch,6,,,M,P,U,C,25/04/2019,07:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,78,16.5,25/04/2019,07:00,N,O,,,,,,0,--,M,N,-,-,FJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,ANE5009,GBT,,,Great Tit,6,,,M,P,U,C,25/04/2019,07:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,78,18.5,25/04/2019,07:00,N,O,,,,,,8,20,M,-,-,-,FJS,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
S,NY01377,GBT,,,Dunnock,4,,,M,C,U,C,25/04/2019,06:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,74,21.8,25/04/2019,06:00,N,O,,,,,,8,20,M,-,-,-,FJS,-,FJS,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,
N,RV58791,GBT,,,Song Thrush,5,,,M,C,U,C,25/04/2019,06:00,LANG (Langdon Hills),TQ6587,A1,--,U,U,U,U,119,69.6,25/04/2019,06:00,N,O,,,,,,0,--,M,N,-,-,DJW,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,DE99657,GBT,,,Green Woodpecker,6,,,F,P,U,1,23/04/2019,09:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,164,188.1,23/04/2019,09:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,RZ84449,GBT,,,Song Thrush,5,,,M,C,U,C,23/04/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,123,66.1,23/04/2019,08:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKJ990,GBT,,,Chiffchaff,6,,,F,B,U,2,23/04/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,56,9.1,23/04/2019,08:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKJ989,GBT,,,Long-tailed Tit,4,,,F,B,U,3,23/04/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,60,7.7,23/04/2019,06:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKJ988,GBT,,,Long-tailed Tit,4,,,M,C,U,C,23/04/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,62,8,23/04/2019,06:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKJ987,GBT,,,Chiffchaff,6,,,U,U,U,0,23/04/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,58,7.8,23/04/2019,06:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,KKJ986,GBT,,,Chiffchaff,5,,,M,C,U,C,23/04/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,61,7.8,23/04/2019,06:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF28537,GBT,,,Dunnock,4,,,M,C,U,C,23/04/2019,10:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,71,21,23/04/2019,10:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF28536,GBT,,,Greenfinch,5,,,M,P,U,C,23/04/2019,08:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,90,24,23/04/2019,08:00,N,O,,,,,,0,--,M,N,-,-,SGK,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NF28535,GBT,,,Dunnock,4,,,M,C,U,C,23/04/2019,06:00,LOD (Lodge Hill),TQ7673,B7,--,U,U,U,U,71,18.3,23/04/2019,06:00,N,O,,,,,,0,--,M,N,-,-,MYM,-,,-,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
